retweeter,retweeted,retweet_time,retweeter_age,retweeted_age
SusanCa51532897,GowdyBoogaloo,20714,81483,48863
92110past,HawleyMO,6880,84677,59960
RhondaPashia,morningmika,32349,56144,51301
PatriotMarie,MarkDice,6299,6170,82809
qui07554775,DonaldJTrumpJr,36193,81959,51975
shellyANN62,la_sonn,83730,14903,74410
IsleofKal,morningmika,32046,47855,51606
BiglyHope,paulgreenstone,262,13866,23500
mikehillis_mike,jay6018,3175,16237,74400
eowynsister,ShopgirlAlic,6925,26167,60932
MiddleClazzMom,kirstiealley,5689,36419,72737
Teresa63357655,JonathanFalcons,15218,17427,71907
SusanCa51532897,DeenaJo07969010,2819,81490,6862
viradio,KlondikeT,4578,22411,74100
ErinUlshafer,ScottPresler,11726,15095,47375
wpowell123,HawleyMO,6891,85464,59960
Compuglobalhyp1,kirstiealley,5692,79202,72737
penguinbill,morningmika,32357,23154,51301
Buttercookie25,cvpayne,73140,10842,32849
Sbyrd54379388,kirstiealley,5694,49640,72737
RaeResists,morningmika,32360,21234,51301
Brandjosh123,AvaTaylor2409,2946,11149,71479
Lermont,ScottPresler,11731,64399,47375
jaimercie1,ParkerMolloy,708,22795,21822
ElleCooper5,TyroneDawgg,6256,60496,4965
440AFR,morningmika,32057,59942,51606
LibertyStyx,HawleyMO,6898,28069,59960
Jackson96092285,MCadiz8,31624,85392,83247
BringOnTheStor1,ScottPresler,11733,75915,47375
windydayagain,HawleyMO,6899,13146,59960
thelupusrainbow,morningmika,32364,69257,51301
iamsureofit,EricTrump,33175,3562,53571
ElleCooper5,HindsShala,10694,60500,84496
rihannastattoo,ClaraLionelFdn,11729,38283,66078
MaryanneAg333,MarkDice,6316,23598,82809
Rarefind212,morningmika,32062,13563,51606
Electric_Eyeee,ParkerMolloy,714,25625,21822
DobalianEric,Lrihendry,4225,72355,15054
ripnzx,ChuckRichter70,2547,85593,48396
MJMusicEars,taradublinrocks,11476,68944,74922
EVT888,q_askthe,1771,75446,24259
jimflanagan,kirstiealley,5704,69693,72737
Norm_berry,morningmika,32064,33490,51606
Mellow66359385,morningmika,32370,78538,51301
zandraps,beth2_k3a,13421,22873,65451
shannon51229052,morningmika,32370,11815,51301
DeeHill77,Lrihendry,4228,74581,15054
Bonn750,LeafsNation96,15277,68843,86276
MsContradict,HawleyMO,6908,77023,59960
LifeAfterFlint,ParkerMolloy,721,71694,21822
65_mitchell,ScottPresler,11746,57372,47375
KingKirmudgeon,michaelmalice,8416,8239,49940
MJMusicEars,ShannonFreshour,13100,68952,61013
charsy102,AMErikaNGIRLLL,7389,81794,16165
overthewake23,TommyG,4504,23971,86072
beewong8866,HawleyMO,6913,52356,59960
stephzmuda,griner,1374,67558,2939
unigeek,ShannonFreshour,13102,82689,61013
shirleyray459,DonaldJTrumpJr,36223,9700,51975
kellyb20201,DrCraigMalkin,1240,77585,18651
charsy102,Lrihendry,4237,81797,15054
Mermaid7474,HawleyMO,6915,69754,59960
griff_cgg,DonaldJTrumpJr,36224,67873,51975
AnneVStrickland,EricTrump,33192,67800,53571
DeborahLWhite5,morningmika,32381,80802,51301
cambeco,morningmika,32382,16653,51301
Yamyingying1,HawleyMO,6917,46209,59960
Jonny_Granville,NinjaQ2020,2867,73671,24002
magita629,morningmika,32077,22958,51606
wattswebedawgs,Pistolannie31,27628,5616,81666
cyberlainey,morningmika,31638,18082,52045
kimmwaters4,DonaldJTrumpJr,36227,20742,51975
TrueBamboo,morningmika,32078,39204,51606
lehimesa,morningmika,32383,83687,51301
RobertD34737945,HawleyMO,6919,29197,59960
EllenPezzuto,EllenPezzuto,20,76888,76868
CeceinSwmn,RoydYure,5965,23456,45029
ThomasFavalora,sdward1,564,73876,37085
America1stAgain,EricTrump,33195,80023,53571
Catheri69664306,kirstiealley,5720,82493,72737
OnlyJeanSeixasM,martuk56,1003,25500,79821
brooklyns_us,Liz_Wheeler,71234,66682,22683
obamanonsense,kirstiealley,5721,2978,72737
Lermont,Lermont,44,64425,64381
FXSTDI03,EricTrump,33199,13964,53571
UKForUSA,kirstiealley,5724,23780,72737
cjrich38,AprilAvril123,4292,67580,68565
sanderson_elena,Liz_Wheeler,71239,69139,22683
Jonny_Granville,TOProject,8828,73681,79133
SReneeKnowles,HawleyMO,6927,269,59960
LadyJs_1954,morningmika,32392,78518,51301
thomwinney,GadSaad,85228,54595,79214
2g_shah,AnnLHamilton,20304,85904,77746
allanjpagejr,just_run08,173,11535,70883
1119Petra,EricTrump,33204,26520,53571
ERodCommentary,Debber66,65740,6478,52795
RoncathWortham,EricTrump,33205,23618,53571
JoJoShaw4,SCPatriotSC,1240,57407,42443
willojean27,damian_heron,273,9026,31641
steelworker1956,TommyG,4521,12847,86072
hkrearden,TommyG,4521,5876,86072
columba12,morningmika,32090,68580,51606
jazkey2004,morningmika,32396,65455,51301
lorinda1434,AMErikaNGIRLLL,7408,4648,16165
inChristJesus77,TommyG,4522,61340,86072
mikePdu02,EliseStefanik,81457,13800,29674
WonderteacherKK,morningmika,32093,69926,51606
ger2591,NBbreaking,1551,85525,25484
Buckbeavers,morningmika,32095,63876,51606
ottawabulldog,HawleyMO,6935,33298,59960
ADANEABERA,nigigebi,32161,52129,66891
carolmondavo,MossmanMike,52876,58048,18309
mishymoddle,PoliticalShort,24754,11833,51863
smastacey,TruthAnJustice5,12132,77677,63988
lorinda1434,Lrihendry,4259,4654,15054
lesleyslunches,_ReaalAmerican_,22398,70522,61156
TaoZetaCO,morningmika,32402,15241,51301
Katieharrison1,morningmika,32402,2403,51301
NoussirNoustra,escapedmatrix,6698,5052,19330
rumlovingrocker,RWTrollPatrol,24660,74628,71076
SherryPhilip6,DonaldJTrumpJr,36248,60060,51975
cfmsox,DataBugg,75951,71524,16867
FloreyBarb,Cheezman20,6089,7129,23474
mrusty3669,morningmika,32405,25792,51301
burch_edward,PainefulMemes,7243,5125,82980
ayayay36501393,morningmika,32408,10415,51301
andyahs,HawleyMO,6944,1233,59960
steve_sunnews,DonaldJTrumpJr,36254,85644,51975
rationalthink3r,PoliticalShort,24134,6634,52492
LadyD420Empath,morningmika,32410,78882,51301
ChauhanAnhul,HawleyMO,6945,25106,59960
mmahr14,HawleyMO,6946,8059,59960
captainbad247,kirstiealley,5746,9966,72737
LadySherry33,socalaura,26051,85544,40194
rumlovingrocker,laurie_bleier,25510,74637,40565
bruce_sherbert,EricTrump,33223,71189,53571
nolimit1973,morningmika,32413,81433,51301
smastacey,AMErikaNGIRLLL,7425,77688,16165
lplusm_,PinkBelgium,14503,76903,72183
lorinda1434,JonathanFalcons,15276,4665,71907
GhostofCubFans,MemphisRaines17,5645,19251,24722
dboys13,HawleyMO,6949,69464,59960
weronlyhumn,HawleyMO,6949,52386,59960
jmreycroft,RobAnderson2018,18950,27427,54335
cworl00,marsha9753,9810,14066,75199
KnuckleheadLP,DonaldJTrumpJr,36260,81962,51975
socaljess55,ScottPresler,11786,72183,47375
CrossYourTeez,morningmika,32416,26532,51301
MarkMastracci,kirstiealley,5751,75804,72737
ForTheUSA2,HawleyMO,6951,30036,59960
vicki4880,EricTrump,33227,56193,53571
DaveDave8883,SebGorka,25978,75530,83099
mr_viking67,ScottPresler,11787,72218,47375
henchmn21,DonaldJTrumpJr,36261,7496,51975
Dillusion14,EricTrump,33228,289,53571
SueJone54923872,SueJone54923872,1255,32201,30946
lorinda1434,ScottPresler,11788,4670,47375
LanceFahey1,Annakhait,4379,81621,77366
smastacey,Lrihendry,4276,77694,15054
LeeeLauren,Junkyard_D,15105,9506,86145
rumlovingrocker,biden_brigade,24854,74644,26202
BDesigns6,byronbcjakemi,5489,26813,72347
PelleyRebecca,morningmika,32420,74496,51301
QuixoticThings,bobclendenin,61704,3357,18088
SpnShari,RoydYure,6001,72366,45029
DMZsixtyfour,TommyG,4548,78325,86072
Cat89497941,TommyG,4549,17149,86072
MonaAllTheWay,tribelaw,16948,35435,84178
Stimulus4U,DonaldJTrumpJr,36267,40074,51975
lorinda1434,cmdebrecht1,10796,4676,49506
npkpharm,VA1Conservative,8331,551,8165
jamesldewitt,kirstiealley,5761,76671,72737
HappyGilmore210,HawleyMO,6961,19424,59960
kimmwaters4,HawleyMO,6961,20785,59960
west1fsu1,DonaldJTrumpJr,36270,79038,51975
dnls,DonaldJTrumpJr,36270,66974,51975
Devilishlydo,ParkerMolloy,773,10876,21822
SupremaRina47,HawleyMO,6962,85924,59960
TroubledAmeric1,morningmika,31684,63688,52045
terracotta05,mans048,4198,60948,37786
jmreycroft,Archivist1000,6645,27441,51671
MarkDonohoo,HawleyMO,6964,83519,59960
RevolutionPi,Nenagh9,83449,35587,22095
Britt221511,patientlyawake,2699,37026,77169
aljabryawadh,HawleyMO,6965,30048,59960
jfh9042020,EricTrump,33242,34664,53571
Stevenhinshaw1,TommyG,4557,73489,86072
smastacey,ScottPresler,11802,77707,47375
agent0052,Pistolannie31,27678,75124,81666
simonosbore,morningmika,32127,81162,51606
ChefBruso,morningmika,32432,45437,51301
lorinda1434,12_USC_Sec_2384,7797,4685,76775
SailorBo41,DonaldJTrumpJr,36277,69666,51975
FedUpWithGovmt,ARaisinghell,5136,71692,2190
MJMusicEars,RWTrollPatrol,24692,69010,71076
rumlovingrocker,ed_en1517,23840,74660,67678
AprilJkcorp,cvpayne,73219,4843,32849
DoveKurtle,kirstiealley,5771,19592,72737
elite_speed,TommyG,4562,21000,86072
Geepeeoflife,HawleyMO,6971,1377,59960
dnls,AZWS,3181,66985,12911
Coco4734877761,DonaldJTrumpJr,36281,65760,51975
lorinda1434,TruthAnJustice5,12167,4689,63988
SAndricsak,trinareyes,21408,74747,3252
beckyajohnson,morningmika,32438,22250,51301
wagon_john,MarkDice,6389,14534,82809
snickermoo1,HawleyMO,6973,79173,59960
jmreycroft,ShannonFreshour,13162,27451,61013
hughsboo,kirstiealley,5775,20402,72737
ArmedDamsel,NiksieHussle,3561,74559,64
danander11,HawleyMO,6976,15904,59960
lorinda1434,intheMatrixxx,10543,4693,53830
kelcrw4,cvpayne,73225,85259,32849
judygohome,EliseStefanik,81503,13068,29674
bluemoongirlz,EricTrump,33256,59464,53571
Brandjosh123,DanielR48911902,25873,11234,65063
Grumpy1992,astroterf,89,31677,2283
ednewbold,HawleyMO,6982,26179,59960
RealJohnSandor,HawleyMO,6982,75603,59960
onebigham,EricTrump,33259,29821,53571
Internaturalbaw,mishacollins,9121,10629,52667
HinderTrump,morningmika,32450,73576,51301
DutyOfAPatriot,HawleyMO,6985,86320,59960
TroubledAmeric1,mmpadellan,29968,63710,72576
NastyNickMusiQ,EricTrump,33262,13825,53571
ibdj,EricTrump,33263,23603,53571
Upton1793,morningmika,32147,72403,51606
125LolaLola,kat2020maga,28672,76422,77091
BarbaraJPowers,WilliamShatner,13336,85016,46957
contrarymary197,TravelingUS,45,15162,69122
shakethenuttree,Debber66,65800,9144,52795
ysjones,kirstiealley,5789,84903,72737
Jflo918,JTmor,32015,16279,52518
lorinda1434,miriaml78866966,1638,4708,70935
AllenJanallen,ShannonFreshour,13179,78950,61013
Coma5x,T_S_P_O_O_K_Y,72956,17758,12257
Pax1sw,k9ranger_king,70576,5459,70426
JacksnJ,morningmika,32458,77448,51301
thequiethit,ScottPresler,11828,13005,47375
d_oversole,HawleyMO,6993,72356,59960
lorinda1434,HCDotNet,7079,4711,81053
Kakeman64,morningmika,26539,35419,57222
badluthifer,DonaldJTrumpJr,36304,20356,51975
resilientAI,LaurieHosken,83305,36831,57771
KinstleJohn,HawleyMO,6997,70289,59960
amkyj,PhilippeReines,4882,21328,23668
auntie610,NotHoodlum,9700,81956,53349
ArtmanJanet,morningmika,32157,77865,51606
SueJone54923872,SueJone54923872,916,32245,31329
dragonfly_1566,beth2_k3a,13514,61557,65451
BettyLe60527300,DonaldJTrumpJr,36307,69815,51975
fige1000,HawleyMO,6998,72880,59960
ndcathy,morningmika,32464,73947,51301
KJsGramma,Baby50s,33232,14265,61051
Buckbeavers,ScottPresler,11834,63940,47375
jtomka2,HawleyMO,6999,80439,59960
cej7122,Debber66,65810,6133,52795
lorinda1434,leslieau7,9472,4717,8905
travelmom46,DonaldJTrumpJr,36309,55061,51975
artabenoza,morningmika,32466,62874,51301
jdpeak,davereaboi,15,70835,68089
iwhiten,HawleyMO,7001,15126,59960
SBelle1950,ScottPresler,11836,22767,47375
Jflo918,AMErikaNGIRLLL,7478,16291,16165
jdw822018,EricTrump,33277,75109,53571
ActionB0SS,ParkerMolloy,814,67174,21822
NYCShowMo,morningmika,32163,77338,51606
cbolhuis1,HawleyMO,7004,68501,59960
richardhund,HawleyMO,7004,30530,59960
lorinda1434,Notta_Democrat,31604,4721,41961
VinceNatale,morningmika,32469,2399,51301
SuzyQ65211871,TommyG,4596,29532,86072
GriffinJesdes,HawleyMO,7006,61916,59960
Buckbeavers,Lrihendry,4328,63947,15054
rumlovingrocker,CeeEyes,24620,74696,50552
johanna49320441,MadLoveMomma,21290,13353,53588
mflew2,gramps97,857,81847,23336
TroubledAmeric1,DinosWearChux,31467,63734,66256
WideAngle_,Relic_USA,51503,72292,51580
MaryLCarle,morningmika,32474,75575,51301
Pax1sw,JoyBabydoll,17220,5476,84910
stand247,DonaldJTrumpJr,36320,42412,51975
PatriotRains,kirstiealley,5811,57576,72737
MelissaUSAIs1,davereaboi,25,19349,68089
Rickthomas23,morningmika,32476,27009,51301
MarthaLynneOwe1,Relic_USA,51506,242,51580
MayaLilac,HawleyMO,7013,73143,59960
jimlb314,tribelaw,17003,19074,84178
annmarcox,kirstiealley,5813,66784,72737
Jflo918,StardustBook,31831,16304,46394
lorinda1434,deepoceanvents,28783,4731,76902
Littlegray28,ParkerMolloy,827,62082,21822
therealaustinp1,morningmika,32175,28021,51606
mileslarboy,morningmika,32480,10770,51301
GWithGuitar,RoydYure,6062,41822,45029
qmamma_mqrie,ialmComKw,112,31821,19860
CalTexMix,kirstiealley,5818,480,72737
MYwaniw,DonaldJTrumpJr,36327,72147,51975
ShadyNeutron,DrCraigMalkin,1346,44837,18651
strawman_chan,ScottPresler,11856,64758,47375
lorinda1434,nani_booboo,31146,4738,46421
jscottalexander,HawleyMO,7022,79192,59960
Thyristor99,morningmika,26568,49166,57222
lorinda1434,CGCoker,16884,4741,80886
ElleCooper5,marsha9753,9886,60626,75199
Woman4Trump,morningmika,32187,78113,51606
LindacoxCox,EliseStefanik,81553,12515,29674
Lionheirloom,HawleyMO,7031,42837,59960
SOdlineSun,DonaldJTrumpJr,36341,2763,51975
Martinsuz,morningmika,32497,10386,51301
commamama5,morningmika,32193,18952,51606
redcave,morningmika,26577,12396,57222
MaureenSzitas,SmashingAmps,18762,40887,71452
NYCmommie71,kirstiealley,5834,24647,72737
RayC18236079,HawleyMO,7034,57432,59960
ElleCooper5,OldScho03691641,11544,60635,86391
GTR431,davereaboi,50,34145,68089
arlydoll66,HawleyMO,7036,31080,59960
Cat_5_Cane,ShannonFreshour,13225,83566,61013
GalaxyClass33,morningmika,32502,20142,51301
where4artthousa,cvpayne,73285,9294,32849
MPC71,covfefe2020Q,31908,19702,57461
boxesofbeauty,Annakhait,4464,12018,77366
StoxMan1,davereaboi,54,9822,68089
CarmenEngler1,RyanBlazik55,70100,9628,15118
crogus71,morningmika,32506,22386,51301
SandyRansome,HawleyMO,7041,17141,59960
patty_devin,HawleyMO,7041,67235,59960
kwrcrow,usafirst444,1829,20519,64233
kdseekerjust,Baby50s,33275,77782,61051
LORIWIN1,HawleyMO,7042,18088,59960
CordeMorza,SebGorka,26070,63362,83099
Pax1sw,Liz_Wheeler,71356,5509,22683
lorinda1434,father_mayhem,22551,4761,82460
Brandjosh123,DanielR48911902,26551,11297,64448
riazsheiq,DinosWearChux,31503,1463,66256
momscience,morningmika,32205,10538,51606
justin_richland,morningmika,32510,66630,51301
Bonn750,Bonn750,18,68982,68964
SquatchLiberty,michaelmalice,8552,75925,49940
Jade_Lyn_B,zombiemilano,22226,2662,63387
msinz2,TommyG,4639,82706,86072
RogueAltGov,AltHooverNPS,121,74986,27701
smastacey,bryant865,32126,77790,74526
spectacle4fun,John_F_Kennnedy,84920,10308,4334
ElleCooper5,bryant865,32127,60651,74526
KristiM48986824,kirstiealley,5851,78170,72737
Crypsis12,HawleyMO,7052,1467,59960
SpnShari,PoliticalSense1,14380,72464,61069
RobertFouquet,HawleyMO,7055,48810,59960
mallred442,ShannonFreshour,13244,31117,61013
RebelAtheist89,ShannonFreshour,13244,74794,61013
JReimiel,kirstiealley,5857,9091,72737
policestatepr,ScottPresler,11892,24978,47375
directorblue,davereaboi,71,30909,68089
Pinky96397667,DonaldJTrumpJr,36368,13076,51975
ElleCooper5,J_plus_FRIENDS,11800,60660,9053
Mjwncew51,morningmika,32526,22013,51301
Fedupjohn,kirstiealley,5862,22445,72737
GriffinJesdes,SebGorka,26089,61972,83099
TinaAngelClose2,morningmika,32223,68697,51606
AlanPrkns,morningmika,32529,2966,51301
MaryOsb36485285,cmdebrecht1,10901,74362,49506
maritecave,morningmika,32529,16817,51301
deguin77,morningmika,32223,61142,51606
WideEyedCurious,RoydYure,6109,74022,45029
JeanneDevendor1,TommyG,4657,42268,86072
JohnSmithMAGA,EricTrump,33342,78104,53571
MaryNordquist,AnonsSynonymous,6974,653,58483
vic_mcpherson,moneycertified1,52,19322,2741
MaryOsb36485285,ScottPresler,11904,74367,47375
tamera,griner,1531,24584,2939
TruthSe19053500,kirstiealley,5871,31324,72737
ErinResists6,carol_sundahl,3330,51151,23038
Uhuruhsiempre,morningmika,32538,32036,51301
pmd2500,HawleyMO,7075,59115,59960
TravisEManley,HawleyMO,7075,8470,59960
pol_addict,HawleyMO,7075,16099,59960
SeanWhite83,HawleyMO,7076,83507,59960
Jeannie22757716,LilRichie420,682,26813,82091
fhmonaco,DeanBrowningPA,3134,18024,41209
BIGDAVE21420668,kirstiealley,5877,74080,72737
GreenTr27862381,EricTrump,33353,76826,53571
LukeFfm,morningmika,32543,28685,51301
spiritdancing23,morningmika,32544,14808,51301
pElemColl,clerkwsmith,27883,83520,47027
BillyBard0329,RWTrollPatrol,24802,82848,71076
jemima_israel,morningmika,32547,14173,51301
Elvis4life2,AMErikaNGIRLLL,7559,47331,16165
bethbaldwin2112,HawleyMO,7083,76872,59960
Joecar1956,RobAnderson2018,19083,81479,54335
MaryPhillips6,morningmika,31804,8189,52045
HuttonDukes,morningmika,26628,74375,57222
ResistTheNoise,ShannonFreshour,13273,82741,61013
Shelbylstfranc2,EricTrump,33362,77594,53571
dstepp13,morningmika,32551,14644,51301
hays51254439,DonaldJTrumpJr,36395,2363,51975
MaryLCarle,morningmika,31808,75653,52045
MikeGaizo,DonaldJTrumpJr,36396,71623,51975
Bolonie40,morningmika,32248,26329,51606
chathinn4,kirstiealley,5888,81011,72737
LindacoxCox,DonaldJTrumpJr,36398,12576,51975
McCauley_Ro,HawleyMO,7090,17534,59960
BillyBrickUGA,ScottPresler,11926,49745,47375
Elvis4life2,ScottPresler,11926,47340,47375
DeeHill77,TommyG,4682,74766,86072
BCharlote,kirstiealley,5891,60381,72737
gemarble357,morningmika,32557,77285,51301
QRichard7,Inevitable_ET,15654,69397,15584
soapdemon34,morningmika,32558,74641,51301
ThinkerG06,DTCahill,24336,8596,76831
shar131313_a,morningmika,32559,77152,51301
BaldoGranados,ScottPresler,11929,79355,47375
snarehead365,davereaboi,108,4822,68089
luifer10,ScottPresler,11930,72973,47375
Sambista99,morningmika,32562,9434,51301
QRichard7,LegalLionTN,15507,69401,56752
sdward1,miller5717,680,37828,16866
lockegray,ParkerMolloy,911,34034,21822
LoyalAmericanCS,MikeMcCroskey,20415,23545,83846
butaronin,TommyG,4691,64446,86072
NormaGay2,davereaboi,114,78275,68089
QRichard7,mr_squeege,9068,69405,2618
OMPdweller,DonaldJTrumpJr,36410,61688,51975
davidbrod517,HawleyMO,7102,2494,59960
CheyneGary,kristylove777,51,68559,64557
betsybblue,Relic_USA,51598,15174,51580
cat17534,kirstiealley,5905,81396,72737
sart48,HawleyMO,7105,59519,59960
JimBOBlbc,morningmika,32570,57892,51301
MinnieBlueJean,morningmika,32570,23415,51301
2silentnomore1,kristylove777,53,24686,64557
SisyphusGoals,davereaboi,120,5389,68089
CindeaMulholla3,SherryMercer100,20756,66103,12101
BeeGeeDUBu,DonaldJTrumpJr,36417,61064,51975
smastacey,nani_booboo,31233,77848,46421
jackson__clarke,HawleyMO,7109,52007,59960
Dannoacton,HawleyMO,7109,69233,59960
Micklanna,Troy2k,1488,85387,55484
SusanMac327,morningmika,32576,34202,51301
JimmyDWade,DonaldJTrumpJr,36420,4619,51975
no1mate,MadLoveMomma,21394,66620,53588
BrianWalkerKy,RealSaavedra,84560,14997,68490
DayeRainey,DonaldJTrumpJr,36420,24809,51975
Necie_624,HawleyMO,7112,74985,59960
DebbiCornell,morningmika,32272,85604,51606
mikePdu02,EricTrump,33388,13980,53571
suzieq861,morningmika,32577,5468,51301
TinaAngelClose2,_ReaalAmerican_,22574,68747,61156
Whocares20161,LeeHolly81,25009,3559,75201
jcjsao,HawleyMO,7113,23121,59960
lalepsn,NYConserv4Life,11529,86113,79404
BlackdogPatriot,DonaldJTrumpJr,36423,66540,51975
BruceCalman,morningmika,32580,35381,51301
KevinMBlkbrn,4Libertyinlaw,1816,81182,79595
Whocares20161,QuarantineQuee2,4659,3562,80011
Valkyrry,ChelleMyBelle4,7055,16087,10967
annettephb,HawleyMO,7116,5075,59960
HeimishCon,HawleyMO,7116,35009,59960
savemelo48,jerome_corsi,3299,25484,18948
Wevape420,HawleyMO,7117,17488,59960
eclectictalk,HawleyMO,7117,2569,59960
Katee4685,TrumpsGAGirl,8400,9426,63920
PasoFinoTrain,morningmika,32277,8273,51606
AOC________,STOPTHiS,23840,24002,60649
magamikey78,kirstiealley,5918,14782,72737
GaryBolyerArt,DonaldJTrumpJr,36427,16245,51975
Micklanna,TheDaniel_Ray,25006,85395,80120
Nnaemekanwaiwu,cremechic11,54087,24751,32137
ArnoldBijouxbym,ChidiNwatu,30324,71867,69266
givemepie360,mishacollins,9255,2781,52667
_bmk9_,HawleyMO,7119,78619,59960
Str8Don,HawleyMO,7120,39013,59960
Whocares20161,acnewsitics,25392,3566,68650
MyNinjaNews1,dr_motley,79680,10550,49482
jlanderson1977,HawleyMO,7120,35071,59960
RickO114W,HawleyMO,7120,64376,59960
TinaAngelClose2,DrJDunn1,32232,68754,40966
sart48,MarkDice,6537,59535,82809
jbsteelady,ParkerMolloy,933,72466,21822
QRichard7,12_USC_Sec_2384,7951,69426,76775
Margie1820,ScottPresler,11957,75099,47375
JamesEa82159190,morningmika,32590,80379,51301
Whocares20161,RilesTheDog,25218,3571,53167
Wethepe86297584,cvpayne,73374,67398,32849
msflanagantoyou,Tania_Tania_C,77357,5472,22963
SisyphusGoals,davereaboi,142,5411,68089
Micklanna,bkohagan,5958,85405,20478
theFORWARDteam,Junkyard_D,15279,11536,86145
AspenJa74,ohioforq,25221,11146,35714
alwaysstrive,FbayareaS,69737,29370,77769
jmcampbell84,mishacollins,9268,57253,52667
micar624,kirstiealley,5932,1555,72737
s223vaol,AMErikaNGIRLLL,7610,27166,16165
Whocares20161,chanceitup,25729,3580,29835
TammyBr22486745,DonaldJTrumpJr,36443,11264,51975
Mindarelli21,DonaldJTrumpJr,36443,63383,51975
PamT2727,DonaldJTrumpJr,36444,27230,51975
Micklanna,RWTrollPatrol,24858,85413,71076
KY_native,ShannonFreshour,13324,24388,61013
artbybarron,morningmika,32602,79816,51301
lj4walls,ShannonFreshour,13326,8174,61013
alteratyeshiva,HawleyMO,7140,79936,59960
tea0704,DonaldJTrumpJr,36449,82373,51975
LadySusoeff,morningmika,32606,14554,51301
Etherkat,kirstiealley,5941,27508,72737
clitos316,TommyG,4733,22234,86072
jcdeanrn,RobAnderson2018,19143,25790,54335
Briley_Webb,beth2_k3a,13660,15052,65451
kristenstdenis,morningmika,32609,72869,51301
CoconutPete68,morningmika,32304,78662,51606
rfalbert52,DonaldJTrumpJr,36453,12151,51975
surfthespectrum,KassandraKitson,12366,23579,6631
Kadyvier,kirstiealley,5947,27402,72737
starlowell,deanomight1,22494,49387,23981
OliviaTherese3,morningmika,32614,16273,51301
CindibiseniusOr,morningmika,32614,2152,51301
Str8Don,davereaboi,163,39042,68089
TerryRaines2,QuinnLisaq,8938,34222,52270
SeOCo3,morningmika,32310,63376,51606
Whocares20161,taradublinrocks,11722,3596,74922
TickleRdStudio,davereaboi,164,10225,68089
LynEpar,okkie48,15022,75256,1028
morgenm,morningmika,32618,14423,51301
Dontforgetlovem,SenHawleyPress,2312,72356,80297
PacardPa,CoyoteMiumiu,5407,68924,19761
Ph0enixPatri0t,AmericanRose33,1557,6171,85681
revcan99,DonaldJTrumpJr,36464,67834,51975
DeborahmooreFx,Junkyard_D,15307,52930,86145
TinaAngelClose2,NCMattJ,32222,68792,49534
saminhim,Junkyard_D,15311,3402,86145
Charles25469467,morningmika,32320,16072,51606
Ddoncaster1,Debber66,65972,70861,52795
phikickspisbutt,HawleyMO,7164,43350,59960
darbycircleone,HawleyMO,7165,57803,59960
brssrq,morningmika,32631,39106,51301
Elvis4life2,morningmika,32327,47416,51606
viggenja37,ScottPresler,12002,70881,47375
Sannbailey,kristylove777,115,24598,64557
MichaelSambogna,browne01,7818,24893,84655
MccoinDon,SebGorka,26198,28884,83099
NARNfan,davereaboi,185,2617,68089
smith_crsmith,morningmika,32636,8268,51301
ladyoutlander72,HawleyMO,7174,1837,59960
Brandjosh123,HawleyMO,7174,11427,59960
PacardPa,Junkyard_D,22255,68943,79215
soapdemon34,morningmika,32335,74723,51606
MaggieM32302679,DonaldJTrumpJr,36485,62760,51975
smastacey,SQSGodCountry,22831,77917,5915
axiom_8,EricTrump,33455,10852,53571
JetcityCacher,Sytko53,1875,74057,8054
ValleyChestnut,morningmika,32339,10745,51606
AnitaShepherd,morningmika,32644,71462,51301
NGeeene,TommyG,4772,62392,86072
lnorFLORIDA,EricTrump,33459,80279,53571
jpgray1216,HawleyMO,7184,7722,59960
randyknudtson,HawleyMO,7184,14146,59960
JaneLeeHunz,stopvaccinating,4808,12520,77737
corwin_quinton,bjoewolf,175,57173,20911
ajax_ian,DonaldJTrumpJr,36495,66537,51975
jcollette8,morningmika,26730,60319,57222
Beth15639374,kirstiealley,5986,33055,72737
KellyMacDonal13,LAnglicke,2430,34768,16149
FrecklesXX20,Baby50s,33423,24295,61051
125LolaLola,LilRichie420,796,76625,82091
GPeaceelf,Janinepolitic,1538,29731,8154
RollOnBigD,SebGorka,26218,85307,83099
jayayzle,HawleyMO,7191,85477,59960
bspann33,HawleyMO,7191,81534,59960
mosswood_pixie,RoydYure,6237,60030,45029
MooburtandZippy,morningmika,32353,65415,51606
gajacquez,morningmika,32353,63993,51606
Warwicklady1,EricTrump,33473,85328,53571
SAndricsak,Laura4_45,13,74973,22356
AmandaPanda8309,beth2_k3a,13716,85782,65451
ButterBrained,kirstiealley,6000,58969,72737
mareb66297,morningmika,32360,41319,51606
TXTruthChaser,PamelaGeller,38059,78229,32297
mike_cstolky,morningmika,32666,72991,51301
ptownplayaz,EricTrump,33478,65624,53571
hugocha41061695,morningmika,32667,76730,51301
QuaseMarco6,astroterf,310,60267,2283
Frankalexvalent,HawleyMO,7203,69282,59960
JeremySimon87,morningmika,26747,50419,57222
MitchPa66228709,GReschenthaler,1401,1759,83699
CarolyngordonMo,sdward1,850,82429,37085
Autrice,kat2020maga,28891,47920,77091
_bmk9_,DonaldJTrumpJr,36516,78707,51975
Holli38278507,DonaldJTrumpJr,36517,49841,51975
randylay4,RosemarieBrown3,92,28103,22036
tworkmen1,cvpayne,73458,66508,32849
skb_sara,ScottPresler,12046,75179,47375
KarinRCG,LilRichie420,820,5829,82091
c_cgottlieb,HawleyMO,7215,3639,59960
